"","name","text"
"31","CLINTON","we just have a different view about what s best for growing the economy how we make investments that will actually produce jobs and rising incomes "
"32","CLINTON","i think we come at it from somewhat different perspectives i understand that you know donald was very fortunate in his life and that s all to his benefit he started his business with million borrowed from his father and he really believes that the more you help wealthy people the better off we ll be and that everything will work out from there "
"33","CLINTON","i don t buy that i have a different experience my father was a small businessman he worked really hard he printed drapery fabrics on long tables where he pulled out those fabrics and he went down with a silkscreen and dumped the paint in and took the squeegee and kept going "
"34","CLINTON","and so what i believe is the more we can do for the middle class the more we can invest in you your education your skills your future the better we will be off and the better we ll grow that s the kind of economy i want us to see again "
"35","HOLT"," let me follow up with mr trump if you can you ve talked about creating million jobs and you ve promised to bring back millions of jobs for americans how are you going to bring back the industries that have left this country for cheaper labor overseas how specifically are you going to tell american manufacturers that you have to come back "
"36","TRUMP"," well for one thing and before we start on that my father gave me a very small loan in and i built it into a company that s worth many many billions of dollars with some of the greatest assets in the world and i say that only because that s the kind of thinking that our country needs "
"37","TRUMP","our country s in deep trouble we don t know what we re doing when it comes to devaluations and all of these countries all over the world especially china they re the best the best ever at it what they re doing to us is a very very sad thing "
"38","TRUMP","so we have to do that we have to renegotiate our trade deals and lester they re taking our jobs they re giving incentives they re doing things that frankly we don t do "
"39","TRUMP","let me give you the example of mexico they have a tax we re on a different system when we sell into mexico there s a tax when they sell in automatic percent approximately when they sell into us there s no tax it s a defective agreement it s been defective for a long time many years but the politicians haven t done anything about it "
"40","TRUMP","now in all fairness to secretary clinton yes is that good i want you to be very happy it s very important to me "
"41","TRUMP","but in all fairness to secretary clinton when she started talking about this it was really very recently she s been doing this for years and why hasn t she made the agreements better the agreement is defective just because of the tax and many other reasons but just because of the fact"
"42","HOLT"," let me just a moment but"
"43","TRUMP"," secretary clinton and others politicians should have been doing this for years not right now because of the fact that we ve created a movement they should have been doing this for years what s happened to our jobs and our country and our economy generally is look we owe trillion we cannot do it any longer lester "
"44","HOLT"," back to the question though how do you bring back specifically bring back jobs american manufacturers how do you make them bring the jobs back "
"45","TRUMP"," well the first thing you do is don t let the jobs leave the companies are leaving i could name i mean there are thousands of them they re leaving and they re leaving in bigger numbers than ever "
"46","TRUMP","and what you do is you say fine you want to go to mexico or some other country good luck we wish you a lot of luck but if you think you re going to make your air conditioners or your cars or your cookies or whatever you make and bring them into our country without a tax you re wrong "
"47","TRUMP","and once you say you re going to have to tax them coming in and our politicians never do this because they have special interests and the special interests want those companies to leave because in many cases they own the companies so what i m saying is we can stop them from leaving we have to stop them from leaving and that s a big big factor "
"48","HOLT"," let me let secretary clinton get in here "
"49","CLINTON"," well let s stop for a second and remember where we were eight years ago we had the worst financial crisis the great recession the worst since the s that was in large part because of tax policies that slashed taxes on the wealthy failed to invest in the middle class took their eyes off of wall street and created a perfect storm "
"50","CLINTON","in fact donald was one of the people who rooted for the housing crisis he said back in gee i hope it does collapse because then i can go in and buy some and make some money well it did collapse "
"51","TRUMP"," that s called business by the way "
"52","CLINTON"," nine million people nine million people lost their jobs five million people lost their homes and trillion in family wealth was wiped out "
"53","CLINTON","now we have come back from that abyss and it has not been easy so we re now on the precipice of having a potentially much better economy but the last thing we need to do is to go back to the policies that failed us in the first place "
"54","CLINTON","independent experts have looked at what i ve proposed and looked at what donald s proposed and basically they ve said this that if his tax plan which would blow up the debt by over trillion and would in some instances disadvantage middle class families compared to the wealthy were to go into effect we would lose million jobs and maybe have another recession "
"55","CLINTON","they ve looked at my plans and they ve said okay if we can do this and i intend to get it done we will have million more new jobs because we will be making investments where we can grow the economy take clean energy some country is going to be the clean energy superpower of the st century donald thinks that climate change is a hoax perpetrated by the chinese i think it s real "
"56","TRUMP"," i did not i did not i do not say that "
"57","CLINTON"," i think science is real "
"58","TRUMP"," i do not say that "
"59","CLINTON"," and i think it s important that we grip this and deal with it both at home and abroad and here s what we can do we can deploy a half a billion more solar panels we can have enough clean energy to power every home we can build a new modern electric grid that s a lot of jobs that s a lot of new economic activity "
"60","CLINTON","so i ve tried to be very specific about what we can and should do and i am determined that we re going to get the economy really moving again building on the progress we ve made over the last eight years but never going back to what got us in trouble in the first place "
"61","HOLT"," mr trump "
"62","TRUMP"," she talks about solar panels we invested in a solar company our country that was a disaster they lost plenty of money on that one "
"63","TRUMP","now look i m a great believer in all forms of energy but we re putting a lot of people out of work our energy policies are a disaster our country is losing so much in terms of energy in terms of paying off our debt you can t do what you re looking to do with trillion in debt "
"64","TRUMP","the obama administration from the time they ve come in is over years worth of debt and he s topped it he s doubled it in a course of almost eight years seven and a half years to be semi exact "
"65","TRUMP","so i will tell you this we have to do a much better job at keeping our jobs and we have to do a much better job at giving companies incentives to build new companies or to expand because they re not doing it "
"66","TRUMP","and all you have to do is look at michigan and look at ohio and look at all of these places where so many of their jobs and their companies are just leaving they re gone "
"67","TRUMP","and hillary i d just ask you this you ve been doing this for years why are you just thinking about these solutions right now for years you ve been doing it and now you re just starting to think of solutions "
"68","CLINTON"," well actually"
"69","TRUMP"," i will bring excuse me i will bring back jobs you can t bring back jobs "
"70","CLINTON"," well actually i have thought about this quite a bit "
"71","TRUMP"," yeah for years "
"72","CLINTON"," and i have well not quite that long i think my husband did a pretty good job in the s i think a lot about what worked and how we can make it work again"
"73","TRUMP"," well he approved nafta"
"74","CLINTON"," million new jobs a balanced budget"
"75","TRUMP"," he approved which is the single worst trade deal ever approved in this country "
"76","CLINTON"," incomes went up for everybody manufacturing jobs went up also in the s if we re actually going to look at the facts "
"77","CLINTON","when i was in the senate i had a number of trade deals that came before me and i held them all to the same test will they create jobs in america will they raise incomes in america and are they good for our national security some of them i voted for the biggest one a multinational one known as i voted against and because i hold the same standards as i look at all of these trade deals "
"78","CLINTON","but let s not assume that trade is the only challenge we have in the economy i think it is a part of it and i ve said what i m going to do i m going to have a special prosecutor we re going to enforce the trade deals we have and we re going to hold people accountable "
"79","CLINTON","when i was secretary of state we actually increased american exports globally percent we increased them to china percent so i know how to really work to get new jobs and to get exports that helped to create more new jobs "
"80","HOLT"," very quickly"
"81","TRUMP"," but you haven t done it in years or years or any number you want to"
"82","CLINTON"," well i ve been a senator donald"
"83","TRUMP"," you haven t done it you haven t done it "
"84","CLINTON"," and i have been a secretary of state"
"85","TRUMP"," excuse me "
"86","CLINTON"," and i have done a lot"
"87","TRUMP"," your husband signed which was one of the worst things that ever happened to the manufacturing industry "
"88","CLINTON"," well that s your opinion that is your opinion "
"89","TRUMP"," you go to new england you go to ohio pennsylvania you go anywhere you want secretary clinton and you will see devastation where manufacture is down sometimes percent is the worst trade deal maybe ever signed anywhere but certainly ever signed in this country "
"90","TRUMP","and now you want to approve trans pacific partnership you were totally in favor of it then you heard what i was saying how bad it is and you said i can t win that debate but you know that if you did win you would approve that and that will be almost as bad as nothing will ever top "
"91","CLINTON"," well that is just not accurate i was against it once it was finally negotiated and the terms were laid out i wrote about that in"
"92","TRUMP"," you called it the gold standard "
"93","TRUMP"," you called it the gold standard of trade deals you said it s the finest deal you ve ever seen "
"94","CLINTON"," no "
"95","TRUMP"," and then you heard what i said about it and all of a sudden you were against it "
"96","CLINTON"," well donald i know you live in your own reality but that is not the facts the facts are i did say i hoped it would be a good deal but when it was negotiated"
"97","TRUMP"," not "
"98","CLINTON"," which i was not responsible for i concluded it wasn t i wrote about that in my book"
"99","TRUMP"," so is it president obama s fault "
"100","CLINTON"," before you even announced "
"101","TRUMP"," is it president obama s fault "
"102","CLINTON"," look there are differences"
"103","TRUMP"," secretary is it president obama s fault "
"104","CLINTON"," there are"
"105","TRUMP"," because he s pushing it "
"106","CLINTON"," there are different views about what s good for our country our economy and our leadership in the world and i think it s important to look at what we need to do to get the economy going again that s why i said new jobs with rising incomes investments not in more tax cuts that would add trillion to the debt "
"107","TRUMP"," but you have no plan "
"108","CLINTON"," but in oh but i do "
"109","TRUMP"," secretary you have no plan "
"110","CLINTON"," in fact i have written a book about it it s called stronger together you can pick it up tomorrow at a bookstore"
"111","TRUMP"," that s about all you ve"
"112","HOLT"," folks we re going to"
"113","CLINTON"," or at an airport near you "
"114","HOLT"," we re going to move to"
"115","CLINTON"," but it s because i see this we need to have strong growth fair growth sustained growth we also have to look at how we help families balance the responsibilities at home and the responsibilities at business "
"116","CLINTON","so we have a very robust set of plans and people have looked at both of our plans have concluded that mine would create million jobs and yours would lose us million jobs and explode the debt which would have a recession "
"117","TRUMP"," you are going to approve one of the biggest tax cuts in history you are going to approve one of the biggest tax increases in history you are going to drive business out your regulations are a disaster and you re going to increase regulations all over the place "
"118","TRUMP","and by the way my tax cut is the biggest since ronald reagan i m very proud of it it will create tremendous numbers of new jobs but regulations you are going to regulate these businesses out of existence "
"119","TRUMP","when i go around lester i tell you this i ve been all over and when i go around despite the tax cut the thing the things that business as in people like the most is the fact that i m cutting regulation you have regulations on top of regulations and new companies cannot form and old companies are going out of business and you want to increase the regulations and make them even worse "
"120","TRUMP","i m going to cut regulations i m going to cut taxes big league and you re going to raise taxes big league end of story "
"121","HOLT"," let me get you to pause right there because we re going to move into we re going to move into the next segment we re going to talk taxes"
"122","CLINTON"," that can t that can t be left to stand "
"123","HOLT"," please just take seconds and then we re going to go on "
"124","CLINTON"," i kind of assumed that there would be a lot of these charges and claims and so"
"125","TRUMP"," facts "
"126","CLINTON"," so we have taken the home page of my website hillaryclinton com and we ve turned it into a fact checker so if you want to see in real time what the facts are please go and take a look because what i have proposed"
"127","TRUMP"," and take a look at mine also and you ll see "
"128","CLINTON"," would not add a penny to the debt and your plans would add trillion to the debt what i have proposed would cut regulations and streamline them for small businesses what i have proposed would be paid for by raising taxes on the wealthy because they have made all the gains in the economy and i think it s time that the wealthy and corporations paid their fair share to support this country "
"129","HOLT"," well you just opened the next segment "
"130","TRUMP"," well could i just finish i think i"
"131","HOLT"," i m going to give you a chance right here"
"132","TRUMP"," i think i should you go to her website and you take a look at her website "
"133","HOLT"," with a new minute segment"
"134","TRUMP"," she s going to raise taxes trillion "
"135","HOLT"," mr trump i m going to"
"136","TRUMP"," and look at her website you know what it s no difference than this she s telling us how to fight isis just go to her website she tells you how to fight isis on her website i don t think general douglas macarthur would like that too much "
"137","HOLT"," the next segment we re continuing"
"138","CLINTON"," well at least i have a plan to fight isis "
"139","HOLT"," achieving prosperity"
"140","TRUMP"," no no you re telling the enemy everything you want to do "
"141","CLINTON"," no we re not no we re not "
"142","TRUMP"," see you re telling the enemy everything you want to do no wonder you ve been fighting no wonder you ve been fighting isis your entire adult life "
"143","CLINTON"," that s a that s go to the please fact checkers get to work "
"144","HOLT"," okay you are unpacking a lot here and we re still on the issue of achieving prosperity and i want to talk about taxes the fundamental difference between the two of you concerns the wealthy "
"145","HOLT","secretary clinton you re calling for a tax increase on the wealthiest americans i d like you to further defend that and mr trump you re calling for tax cuts for the wealthy i d like you to defend that and this next two minute answer goes to you mr trump "
"146","TRUMP"," well i m really calling for major jobs because the wealthy are going create tremendous jobs they re going to expand their companies they re going to do a tremendous job "
"147","TRUMP","i m getting rid of the carried interest provision and if you really look it s not a tax it s really not a great thing for the wealthy it s a great thing for the middle class it s a great thing for companies to expand "
"148","TRUMP","and when these people are going to put billions and billions of dollars into companies and when they re going to bring trillion back from overseas where they can t bring the money back because politicians like secretary clinton won t allow them to bring the money back because the taxes are so onerous and the bureaucratic red tape so what is so bad "
"149","TRUMP","so what they re doing is they re leaving our country and they re believe it or not leaving because taxes are too high and because some of them have lots of money outside of our country and instead of bringing it back and putting the money to work because they can t work out a deal to and everybody agrees it should be brought back "
"150","TRUMP","instead of that they re leaving our country to get their money because they can t bring their money back into our country because of bureaucratic red tape because they can t get together because we have we have a president that can t sit them around a table and get them to approve something "
"151","TRUMP","and here s the thing republicans and democrats agree that this should be done trillion i happen to think it s double that it s probably trillion that we can t bring into our country lester and with a little leadership you d get it in here very quickly and it could be put to use on the inner cities and lots of other things and it would be beautiful "
"152","TRUMP","but we have no leadership and honestly that starts with secretary clinton "
"153","HOLT"," all right you have two minutes of the same question to defend tax increases on the wealthiest americans secretary clinton "
"154","CLINTON"," i have a feeling that by the end of this evening i m going to be blamed for everything that s ever happened "
"155","TRUMP"," why not "
"156","CLINTON"," why not yeah why not "
"157","CLINTON","you know just join the debate by saying more crazy things now let me say this it is absolutely the case"
"158","TRUMP"," there s nothing crazy about not letting our companies bring their money back into their country "
"159","HOLT"," this is this is secretary clinton s two minutes please "
"160","TRUMP"," yes "
"161","CLINTON"," yeah well let s start the clock again lester we ve looked at your tax proposals i don t see changes in the corporate tax rates or the kinds of proposals you re referring to that would cause the repatriation bringing back of money that s stranded overseas i happen to support that "
"162","TRUMP"," then you didn t read it "
"163","CLINTON"," i happen to i happen to support that in a way that will actually work to our benefit but when i look at what you have proposed you have what is called now the trump loophole because it would so advantage you and the business you do you ve proposed an approach that has a"
"164","TRUMP"," who gave it that name the first i ve who gave it that name "
"165","HOLT"," mr trump this is secretary clinton s two minutes "
"166","CLINTON"," billion tax benefit for your family and when you look at what you are proposing"
"167","TRUMP"," how much how much for my family "
"168","CLINTON"," it is"
"169","TRUMP"," lester how much "
"170","CLINTON"," as i said trumped up trickle down trickle down did not work it got us into the mess we were in in and slashing taxes on the wealthy hasn t worked "
"171","CLINTON","and a lot of really smart wealthy people know that and they are saying hey we need to do more to make the contributions we should be making to rebuild the middle class "
"172","CLINTON","i don t think top down works in america i think building the middle class investing in the middle class making college debt free so more young people can get their education helping people refinance their their debt from college at a lower rate those are the kinds of things that will really boost the economy broad based inclusive growth is what we need in america not more advantages for people at the very top "
"173","HOLT"," mr trump we re"
"174","TRUMP"," typical politician all talk no action sounds good doesn t work never going to happen our country is suffering because people like secretary clinton have made such bad decisions in terms of our jobs and in terms of what s going on "
"175","TRUMP","now look we have the worst revival of an economy since the great depression and believe me we re in a bubble right now and the only thing that looks good is the stock market but if you raise interest rates even a little bit that s going to come crashing down "
"176","TRUMP","we are in a big fat ugly bubble and we better be awfully careful and we have a fed that s doing political things this janet yellen of the fed the fed is doing political by keeping the interest rates at this level and believe me the day obama goes off and he leaves and goes out to the golf course for the rest of his life to play golf when they raise interest rates you re going to see some very bad things happen because the fed is not doing their job the fed is being more political than secretary clinton "
"177","HOLT"," mr trump we re talking about the burden that americans have to pay yet you have not released your tax returns and the reason nominees have released their returns for decades is so that voters will know if their potential president owes money to who he owes it to and any business conflicts don t americans have a right to know if there are any conflicts of interest "
"178","TRUMP"," i don t mind releasing i m under a routine audit and it ll be released and as soon as the audit s finished it will be released "
"179","TRUMP","but you will learn more about donald trump by going down to the federal elections where i filed a page essentially financial statement of sorts the forms that they have it shows income in fact the income i just looked today the income is filed at million for this past year million if you would have told me i was going to make that or years ago i would have been very surprised "
"180","TRUMP","but that s the kind of thinking that our country needs when we have a country that s doing so badly that s being ripped off by every single country in the world it s the kind of thinking that our country needs because everybody lester we have a trade deficit with all of the countries that we do business with of almost billion a year you know what that is that means who s negotiating these trade deals "
"181","TRUMP","we have people that are political hacks negotiating our trade deals "
"182","HOLT"," the says an audit"
"183","TRUMP"," excuse me "
"184","HOLT"," of your taxes you re perfectly free to release your taxes during an audit and so the question does the public s right to know outweigh your personal"
"185","TRUMP"," well i told you i will release them as soon as the audit look i ve been under audit almost for years i know a lot of wealthy people that have never been audited i said do you get audited i get audited almost every year "
"186","TRUMP","and in a way i should be complaining i m not even complaining i don t mind it it s almost become a way of life i get audited by the but other people don t "
"187","TRUMP","i will say this we have a situation in this country that has to be taken care of i will release my tax returns against my lawyer s wishes when she releases her emails that have been deleted as soon as she releases them i will release "
"188","TRUMP","i will release my tax returns and that s against my lawyers they say don t do it i will tell you this no in fact watching shows they re reading the papers almost every lawyer says you don t release your returns until the audit s complete when the audit s complete i ll do it but i would go against them if she releases her emails "
"189","HOLT"," so it s negotiable "
"190","TRUMP"," it s not negotiable no let her release the emails why did she delete "
"191","HOLT"," well i ll let her answer that but let me just admonish the audience one more time there was an agreement we did ask you to be silent so it would be helpful for us secretary clinton "
"192","CLINTON"," well i think you ve seen another example of bait and switch here for years everyone running for president has released their tax returns you can go and see nearly i think years of our tax returns but everyone has done it we know the has made clear there is no prohibition on releasing it when you re under audit "
"193","CLINTON","so you ve got to ask yourself why won t he release his tax returns and i think there may be a couple of reasons first maybe he s not as rich as he says he is second maybe he s not as charitable as he claims to be "
"194","CLINTON","third we don t know all of his business dealings but we have been told through investigative reporting that he owes about million to wall street and foreign banks or maybe he doesn t want the american people all of you watching tonight to know that he s paid nothing in federal taxes because the only years that anybody s ever seen were a couple of years when he had to turn them over to state authorities when he was trying to get a casino license and they showed he didn t pay any federal income tax "
"195","TRUMP"," that makes me smart "
"196","CLINTON"," so if he s paid zero that means zero for troops zero for vets zero for schools or health and i think probably he s not all that enthusiastic about having the rest of our country see what the real reasons are because it must be something really important even terrible that he s trying to hide "
"197","CLINTON","and the financial disclosure statements they don t give you the tax rate they don t give you all the details that tax returns would and it just seems to me that this is something that the american people deserve to see and i have no reason to believe that he s ever going to release his tax returns because there s something he s hiding "
"198","CLINTON","and we ll guess we ll keep guessing at what it might be that he s hiding but i think the question is were he ever to get near the white house what would be those conflicts who does he owe money to well he owes you the answers to that and he should provide them "
"199","HOLT"," he also he also raised the issue of your emails do you want to respond to that "
"200","CLINTON"," i do you know i made a mistake using a private e mail "
"201","TRUMP"," that s for sure "
"202","CLINTON"," and if i had to do it over again i would obviously do it differently but i m not going to make any excuses it was a mistake and i take responsibility for that "
"203","HOLT"," mr trump "
"204","TRUMP"," that was more than a mistake that was done purposely that was not a mistake that was done purposely when you have your staff taking the fifth amendment taking the fifth so they re not prosecuted when you have the man that set up the illegal server taking the fifth i think it s disgraceful and believe me this country thinks it s really thinks it s disgraceful also "
"205","TRUMP","as far as my tax returns you don t learn that much from tax returns that i can tell you you learn a lot from financial disclosure and you should go down and take a look at that "
"206","TRUMP","the other thing i m extremely underleveraged the report that said which by the way a lot of friends of mine that know my business say boy that s really not a lot of money it s not a lot of money relative to what i had "
"207","TRUMP","the buildings that were in question they said in the same report which was actually it wasn t even a bad story to be honest with you but the buildings are worth billion and the isn t even on that but it s not it s much less than that "
"208","TRUMP","but i could give you a list of banks i would if that would help you i would give you a list of banks these are very fine institutions very fine banks i could do that very quickly "
"209","TRUMP","i am very underleveraged i have a great company i have a tremendous income and the reason i say that is not in a braggadocios way it s because it s about time that this country had somebody running it that has an idea about money "
"210","TRUMP","when we have trillion in debt and our country s a mess you know it s one thing to have trillion in debt and our roads are good and our bridges are good and everything s in great shape our airports our airports are like from a third world country "
"211","TRUMP","you land at laguardia you land at kennedy you land at you land at newark and you come in from dubai and qatar and you see these incredible you come in from china you see these incredible airports and you land we ve become a third world country "
"212","TRUMP","so the worst of all things has happened we owe trillion and we re a mess we haven t even started and we ve spent trillion in the middle east according to a report that i just saw whether it s or but it looks like it s trillion in the middle east we could have rebuilt our country twice "
"213","TRUMP","and it s really a shame and it s politicians like secretary clinton that have caused this problem our country has tremendous problems we re a debtor nation we re a serious debtor nation and we have a country that needs new roads new tunnels new bridges new airports new schools new hospitals and we don t have the money because it s been squandered on so many of your ideas "
"214","HOLT"," we ll let you respond and we ll move on to the next segment "
"215","CLINTON"," and maybe because you haven t paid any federal income tax for a lot of years "
"216","CLINTON","and the other thing i think is important"
"217","TRUMP"," it would be squandered too believe me "
"218","CLINTON"," is if your if your main claim to be president of the united states is your business then i think we should talk about that you know your campaign manager said that you built a lot of businesses on the backs of little guys "
"219","CLINTON","and indeed i have met a lot of the people who were stiffed by you and your businesses donald i ve met dishwashers painters architects glass installers marble installers drapery installers like my dad was who you refused to pay when they finished the work that you asked them to do "
"220","CLINTON","we have an architect in the audience who designed one of your clubhouses at one of your golf courses it s a beautiful facility it immediately was put to use and you wouldn t pay what the man needed to be paid what he was charging you to do"
"221","TRUMP"," maybe he didn t do a good job and i was unsatisfied with his work"
"222","CLINTON"," well to"
"223","TRUMP"," which our country should do too "
"224","CLINTON"," do the thousands of people that you have stiffed over the course of your business not deserve some kind of apology from someone who has taken their labor taken the goods that they produced and then refused to pay them "
"225","CLINTON","i can only say that i m certainly relieved that my late father never did business with you he provided a good middle class life for us but the people he worked for he expected the bargain to be kept on both sides "
"226","CLINTON","and when we talk about your business you ve taken business bankruptcy six times there are a lot of great businesspeople that have never taken bankruptcy once you call yourself the king of debt you talk about leverage you even at one time suggested that you would try to negotiate down the national debt of the united states "
"227","TRUMP"," wrong wrong "
"228","CLINTON"," well sometimes there s not a direct transfer of skills from business to government but sometimes what happened in business would be really bad for government "
"229","HOLT"," let s let mr trump"
"230","CLINTON"," and we need to be very clear about that "
"231","TRUMP"," so yeah i think i do think it s time look it s all words it s all sound bites i built an unbelievable company some of the greatest assets anywhere in the world real estate assets anywhere in the world beyond the united states in europe lots of different places it s an unbelievable company "
"232","TRUMP","but on occasion four times we used certain laws that are there and when secretary clinton talks about people that didn t get paid first of all they did get paid a lot but taken advantage of the laws of the nation "
"233","TRUMP","now if you want to change the laws you ve been there a long time change the laws but i take advantage of the laws of the nation because i m running a company my obligation right now is to do well for myself my family my employees for my companies and that s what i do "
"234","TRUMP","but what she doesn t say is that tens of thousands of people that are unbelievably happy and that love me i ll give you an example we re just opening up on pennsylvania avenue right next to the white house so if i don t get there one way i m going to get to pennsylvania avenue another "
"235","TRUMP","but we re opening the old post office under budget ahead of schedule saved tremendous money i m a year ahead of schedule and that s what this country should be doing "
"236","TRUMP","we build roads and they cost two and three and four times what they re supposed to cost we buy products for our military and they come in at costs that are so far above what they were supposed to be because we don t have people that know what they re doing "
"237","TRUMP","when we look at the budget the budget is bad to a large extent because we have people that have no idea as to what to do and how to buy the trump international is way under budget and way ahead of schedule and we should be able to do that for our country "
"238","HOLT"," well we re well behind schedule so i want to move to our next segment we move into our next segment talking about america s direction and let s start by talking about race "
"239","HOLT","the share of americans who say race relations are bad in this country is the highest it s been in decades much of it amplified by shootings of african americans by police as we ve seen recently in charlotte and tulsa race has been a big issue in this campaign and one of you is going to have to bridge a very wide and bitter gap "
"240","HOLT","so how do you heal the divide secretary clinton you get two minutes on this "
"241","CLINTON"," well you re right race remains a significant challenge in our country unfortunately race still determines too much often determines where people live determines what kind of education in their public schools they can get and yes it determines how they re treated in the criminal justice system we ve just seen those two tragic examples in both tulsa and charlotte "
"242","CLINTON","and we ve got to do several things at the same time we have to restore trust between communities and the police we have to work to make sure that our police are using the best training the best techniques that they re well prepared to use force only when necessary everyone should be respected by the law and everyone should respect the law "
"243","CLINTON","right now that s not the case in a lot of our neighborhoods so i have ever since the first day of my campaign called for criminal justice reform i ve laid out a platform that i think would begin to remedy some of the problems we have in the criminal justice system "
"244","CLINTON","but we also have to recognize in addition to the challenges that we face with policing there are so many good brave police officers who equally want reform so we have to bring communities together in order to begin working on that as a mutual goal and we ve got to get guns out of the hands of people who should not have them "
"245","CLINTON","the gun epidemic is the leading cause of death of young african american men more than the next nine causes put together so we have to do two things as i said we have to restore trust we have to work with the police we have to make sure they respect the communities and the communities respect them and we have to tackle the plague of gun violence which is a big contributor to a lot of the problems that we re seeing today "
"246","HOLT"," all right mr trump you have two minutes how do you heal the divide "
"247","TRUMP"," well first of all secretary clinton doesn t want to use a couple of words and that s law and order and we need law and order if we don t have it we re not going to have a country "
"248","TRUMP","and when i look at what s going on in charlotte a city i love a city where i have investments when i look at what s going on throughout various parts of our country whether it s i mean i can just keep naming them all day long we need law and order in our country "
